x,y,lon,lat
4102055.9928676663,3055298.4725383488,6.9087499999999995,50.56791999704156
4102052.083015819,3055205.104859054,6.9087499999999995,50.56707999704138
4102582.932887766,3055182.712520523,6.916250000000001,50.56707999704138
4102579.0789856496,3055090.4560491424,6.9162500000000025,50.566249997041105
4102697.2840029374,3055085.4773495463,6.917920000000001,50.566249997041105
4102701.1358188023,3055177.7338945484,6.917919999999999,50.56707999704138
4102759.8834319953,3055175.260490502,6.918750000000004,50.56707999704138
4102756.03265301,3055083.003908924,6.91875,50.566249997041105
4102814.781335385,3055080.531134222,6.919579999999998,50.566249997041105
4102803.1859331233,3054802.6498688776,6.919580000000003,50.563749997040496
4102862.6456245347,3054800.1478682803,6.920420000000001,50.563749997040496
4102858.797068874,3054707.8912892593,6.920419999999997,50.562919997040375
4103035.763754827,3054700.448784782,6.922920000000004,50.562919997040375
4103031.872026434,3054607.0805886583,6.922920000000002,50.5620799970401
4103149.380166267,3054602.142029613,6.9245800000000015,50.5620799970401
4103145.536875971,3054509.8853057316,6.924579999999996,50.56124999703994
4103204.9999247156,3054507.387253972,6.925419999999997,50.56124999703994
4103201.157717849,3054415.1305121477,6.925419999999999,50.56041999703973
4103318.670199184,3054410.195819063,6.927080000000003,50.56041999703974
4103314.783834,3054316.827495746,6.927080000000005,50.559579997039556
4103374.2490922343,3054314.3313998724,6.9279199999999985,50.55957999703955
4103370.410076892,3054222.07458643,6.92792,50.55874999703935
4103310.9437693655,3054224.570719204,6.927080000000001,50.55874999703935
4103307.103738824,3054132.313961678,6.927080000000003,50.55791999703918
4103248.344359151,3054134.7810850786,6.926250000000002,50.55791999703918
4103244.4570486187,3054041.412856616,6.926249999999997,50.55707999703893
4103126.228331417,3054046.3789202585,6.92458,50.55707999703893
4103122.385246664,3053954.1223108727,6.924580000000003,50.55624999703874
4103063.623878044,3053956.591513796,6.923750000000002,50.556249997038734
4103059.779790649,3053864.334959927,6.9237500000000045,50.55541999703849
4103001.0174175217,3053866.804865398,6.922920000000002,50.55541999703849
4102997.1260013264,3053773.436843109,6.9229199999999995,50.55457999703829
4103055.8894236977,3053770.966900691,6.923750000000004,50.55457999703829
4103052.045404975,3053678.7103851205,6.923750000000004,50.5537499970381
4103110.8098963443,3053676.2410722645,6.92458,50.5537499970381
4103106.9669484864,3053583.9845392364,6.92458,50.55291999703794
4103166.4405278335,3053581.486116852,6.925419999999999,50.55291999703794
4103162.552375997,3053488.1180413426,6.925419999999999,50.55207999703771
4103221.319018191,3053485.6499952585,6.926249999999999,50.55207999703771
4103213.637465735,3053301.1368780937,6.926249999999999,50.5504199970373
4103272.406213584,3053298.6694251695,6.927079999999999,50.5504199970373
4103249.27607668,3052742.907265234,6.927079999999999,50.54541999703606
4103190.5010837973,3052745.3749378123,6.926249999999999,50.54541999703606
4103186.61429306,3052652.006999788,6.926250000000001,50.544579997035896
4103245.3903350756,3052649.539290309,6.927080000000003,50.544579997035896
4103237.711472221,3052465.026444994,6.927079999999998,50.5429199970355
4103297.1977903685,3052462.529608565,6.9279199999999985,50.54291999703549
4103293.313214445,3052369.1616545273,6.92792,50.54207999703528
4103410.871705069,3052364.2293630335,6.9295800000000005,50.54207999703528
4103403.199292207,3052179.716413319,6.929579999999995,50.540419997034874
4103462.688868463,3052177.2214966747,6.930420000000001,50.54041999703489
4103458.8075563223,3052083.853489866,6.930420000000001,50.53957999703468
4103930.484495117,3052064.096222788,6.937080000000001,50.53957999703468
4103926.6577409673,3051971.8394672587,6.937080000000001,50.53874999703444
4104044.9334976263,3051966.891971388,6.938750000000003,50.53874999703444
4104037.238183224,3051781.2668441124,6.938750000000002,50.53707999703403
4103978.452322049,3051783.7255151174,6.93792,50.53707999703403
4103974.626719313,3051691.4687804924,6.937919999999998,50.5362499970339
4103738.062901355,3051701.369590978,6.9345799999999995,50.536249997033906
4103730.3573147072,3051515.744947057,6.9345799999999995,50.53457999703348
4103671.5684928377,3051518.2070749993,6.933749999999998,50.5345799970335
4103667.737784834,3051425.9505806607,6.933750000000002,50.53374999703327
4103490.660092443,3051433.3707642043,6.931250000000002,50.53374999703326
4103479.112617266,3051155.490203048,6.931249999999999,50.531249997032646
4103420.319765936,3051157.9551502583,6.930420000000002,50.531249997032646
4103416.485036,3051065.6988788233,6.930420000000003,50.53041999703248
4103356.9828208666,3051068.1942394692,6.929580000000002,50.53041999703248
4103353.1008624407,3050974.826503502,6.929580000000002,50.529579997032215
4103294.3059904426,3050977.292864694,6.928750000000003,50.52957999703223
4103290.469243616,3050885.0367051223,6.92875,50.52874999703205
4103349.265152083,3050882.5703075123,6.929580000000001,50.52874999703205
4103345.4294757964,3050790.314130706,6.929579999999997,50.52791999703183
4103463.731860153,3050785.353565829,6.931250000000004,50.52791999703183
4103459.8521161037,3050691.985814237,6.9312499999999995,50.52707999703157
4103518.6502069435,3050689.521350543,6.932079999999999,50.52707999703157
4103514.817721025,3050597.2651027436,6.932079999999997,50.52624999703141
4103574.32530429,3050594.7715883804,6.932919999999998,50.526249997031414
4103570.4939013366,3050502.5153229693,6.932919999999998,50.52541999703122
4103865.203803356,3050490.17636806,6.937080000000001,50.52541999703122
4103869.0300116506,3050582.4328156435,6.937080000000001,50.526249997031414
4104046.1365942773,3050575.0257408796,6.9395799999999985,50.526249997031414
4104049.95971474,3050667.282317031,6.93958,50.52707999703158
4104522.473172506,3050647.5501160137,6.946249999999999,50.52707999703158
4104518.658381078,3050555.2932485235,6.946250000000003,50.52624999703143
4104577.4580885596,3050552.8407918056,6.94708,50.526249997031414
4104573.644367458,3050460.58390732,6.94708,50.52541999703122
4104750.755235365,3050453.2009070516,6.94958,50.52541999703122
4104743.088228514,3050267.575448298,6.949579999999999,50.523749997030826
4104802.599655759,3050265.0960435667,6.95042,50.52374999703084
4104798.790207324,3050172.839071398,6.95042,50.522919997030606
4104857.59423379,3050170.3898176798,6.951249999999999,50.52291999703061
4104849.9316277853,3049984.7643291205,6.9512500000000035,50.52124999703019
4105204.18598931,3049970.023450688,6.95625,50.52124999703019
4105207.988089912,3050062.280637894,6.956250000000001,50.522079997030424
4105443.9179795114,3050052.476775309,6.959579999999999,50.52207999703041
4105447.7617147355,3050145.845660953,6.9595800000000025,50.522919997030606
4105507.2745803306,3050143.3743457915,6.96042,50.5229199970306
4105503.431906638,3050050.005423227,6.960420000000004,50.522079997030424
4105562.237366707,3050047.5641624713,6.961249999999998,50.522079997030424
4105554.645685942,3049863.049372844,6.961250000000001,50.52041999702999
4105613.4532506736,3049860.608706489,6.962080000000004,50.52041999702999
4105609.61277754,3049767.2397696953,6.96208,50.51957999702977
4105786.747348358,3049759.8922822513,6.964580000000001,50.51957999702979
4105782.955750661,3049667.634791357,6.96458,50.518749997029566
4105901.283890146,3049662.729966004,6.966249999999997,50.518749997029566
4105897.4944113484,3049570.4724219944,6.966250000000002,50.51791999702939
4105956.3052895186,3049568.0356622157,6.967079999999999,50.51791999702939
4105952.4712374695,3049474.6665647635,6.967080000000005,50.51707999702919
4106011.9917743066,3049472.201088206,6.967920000000004,50.51707999702918
4106008.204448427,3049379.943510645,6.967919999999998,50.51624999702898
4106067.017475789,3049377.5080195856,6.968750000000003,50.51624999702897
4106059.3993807146,3049191.8813135354,6.968750000000002,50.5145799970286
4106118.2145250244,3049189.446416701,6.9695800000000006,50.514579997028584
4106110.6442548838,3049004.9312533936,6.969580000000001,50.51291999702818
4106170.170145356,3049002.467626382,6.970419999999996,50.51291999702817
4106166.3405189323,3048909.0985002466,6.970420000000001,50.51207999702798
4106106.813567038,3048911.562164051,6.969580000000003,50.51207999702799
4106095.4129141816,3048633.6780866757,6.969579999999999,50.50957999702735
4106036.5915271295,3048636.1131999632,6.9687500000000036,50.50957999702735
4106040.423161208,3048729.4821940367,6.968750000000001,50.51041999702756
4105981.6028547133,3048731.917937556,6.9679199999999994,50.51041999702754
4105977.7701718775,3048638.548979855,6.9679199999999994,50.509579997027345
4105918.240157985,3048641.0147851924,6.967080000000002,50.509579997027345
4105914.4520874326,3048548.757418534,6.967079999999998,50.50874999702715
4105855.6297599296,3048551.1945756245,6.96625,50.50874999702715
4105851.8406867855,3048458.93726426,6.96625,50.50791999702693
4105793.017354857,3048461.375123932,6.965419999999998,50.50791999702693
4105789.181615783,3048368.006334788,6.965419999999998,50.507079997026715
4105729.648540063,3048370.474281832,6.964579999999999,50.507079997026715
4105725.8574497136,3048278.217081767,6.96458,50.50624999702651
4105667.0320968893,3048280.6563551244,6.963750000000001,50.50624999702651
4105663.2400040054,3048188.3992103986,6.963749999999999,50.50541999702634
4105604.4136468116,3048190.839186394,6.962919999999999,50.50541999702634
4105600.5748516726,3048097.470565929,6.9629199999999996,50.50457999702606
4105659.4022575654,3048095.0305535053,6.963749999999998,50.50457999702608
4105651.818241105,3047910.516361313,6.963750000000003,50.50291999702573
4105533.450528064,3047915.4266075245,6.962079999999998,50.50291999702573
4105529.6107743746,3047822.0580829643,6.96208,50.502079997025476
4105470.7803115314,3047824.4995452203,6.961249999999999,50.50207999702549
4105466.98526694,3047732.2426062236,6.961250000000002,50.5012499970253
4104994.2079933863,3047751.887045792,6.9545800000000035,50.5012499970253
4104990.4046557406,3047659.630415923,6.954580000000004,50.5004199970251
4104577.1619603434,3047676.8364101513,6.94875,50.5004199970251
4104573.3054680307,3047583.4685311825,6.948750000000003,50.499579997024874
4104454.930527007,3047588.4033123264,6.947079999999999,50.499579997024874
4104451.1178946164,3047496.1470480063,6.947079999999999,50.49874999702467
4104273.9070205484,3047503.5395986177,6.944579999999999,50.49874999702467
4104270.091301158,3047411.2834627065,6.944580000000004,50.497919997024475
4104034.0427116454,3047421.139880003,6.941250000000001,50.497919997024475
4104030.1768471994,3047327.7723912387,6.9412499999999975,50.497079997024315
4103852.96037243,3047335.1792675126,6.938750000000001,50.497079997024315
4103849.1374435117,3047242.9234251995,6.938749999999998,50.49624999702411
4103613.0813948195,3047252.798924809,6.93542,50.4962499970241
4103609.2543429863,3047160.5432475237,6.935420000000003,50.495419997023916
4103549.707706188,3047163.036096403,6.934579999999999,50.495419997023916
4103545.8335187193,3047069.668961874,6.93458,50.49457999702365
4103428.15602193,3047074.5973879634,6.932920000000002,50.494579997023656
4103424.3259178046,3046982.341859136,6.93292,50.49374999702346
4103364.7772693085,3046984.8368145595,6.932079999999999,50.49374999702345
4103360.9461506708,3046892.5813419204,6.932080000000002,50.49291999702324
4103243.264703469,3046897.5139301834,6.930420000000002,50.49291999702324
4103239.3853643537,3046804.147039193,6.930420000000001,50.492079997023055
4102470.9008121947,3046836.423492224,6.919580000000002,50.492079997023055
4102478.6405676506,3047022.044825551,6.919579999999998,50.49374999702345
4102419.8013498886,3047024.52079181,6.918750000000004,50.49374999702345
4102423.649142266,3047116.775698674,6.918750000000003,50.494579997023656
4102364.8109929115,3047119.2522951923,6.917920000000001,50.494579997023656
4102368.706227623,3047212.6186897387,6.917920000000002,50.49541999702392
4102309.1602790314,3047215.1257662214,6.9170799999999995,50.495419997023916
4102313.010224894,3047307.3806385878,6.917080000000003,50.4962499970241
4102254.1742252805,3047309.8585031563,6.916249999999997,50.4962499970241
4102258.0252414653,3047402.113358359,6.916250000000001,50.497079997024315
4102080.811691495,3047409.580724388,6.91375,50.497079997024315
4102076.9575545182,3047317.3259793115,6.913750000000003,50.4962499970241
4101899.7411775473,3047324.7995044985,6.91125,50.4962499970241
4101895.883954064,3047232.5448890096,6.9112500000000034,50.495419997023916
4101837.0471458193,3047235.0274734953,6.910420000000003,50.495419997023916
4101840.9054053947,3047327.282052374,6.9104199999999985,50.4962499970241
4101781.3608015236,3047329.7951893103,6.909579999999997,50.49624999702411
4101804.6103715086,3047885.545850816,6.909580000000003,50.50124999702528
4101745.7809063015,3047888.0295195426,6.908750000000001,50.50124999702528
4101757.409279055,3048165.905003183,6.908750000000001,50.50374999702591
4101521.3954771846,3048175.8758618636,6.905419999999999,50.50374999702591
4101517.5306657357,3048083.6213289355,6.905420000000004,50.50291999702573
4101221.9773820015,3048096.1226761956,6.901250000000002,50.50291999702573
4101225.8473992804,3048188.3770247144,6.901250000000002,50.50374999702591
4101167.0213809446,3048190.8672737633,6.900420000000001,50.50374999702591
4101174.810231285,3048376.487453597,6.900419999999999,50.50541999702635
4101056.4537407807,3048381.4998260145,6.898749999999997,50.50541999702634
4101060.3269827296,3048473.7541220183,6.898750000000001,50.50624999702652
4100883.1499750083,3048481.2626068103,6.896250000000002,50.50624999702651
4100887.026372481,3048573.516811344,6.89625,50.507079997026715
4100473.858017037,3048591.049836031,6.890419999999997,50.5070799970267
4100477.788519329,3048684.4152948586,6.890420000000002,50.50791999702693
4100300.618776699,3048691.9437078023,6.887920000000002,50.50791999702693
4100304.505643166,3048784.197581397,6.887920000000003,50.50874999702715
4100244.97772482,3048786.7284482033,6.887079999999999,50.50874999702715
4100248.865674541,3048878.982303731,6.887080000000004,50.50957999702733
4099894.53976202,3048894.060891866,6.882080000000002,50.509579997027345
4099898.480907294,3048987.426034085,6.8820799999999975,50.51041999702755
4099839.6639693654,3048989.931383373,6.88125,50.51041999702755
4099843.559267301,3049082.185018215,6.881249999999998,50.51124999702776
4099784.7433983376,3049084.690997098,6.8804200000000035,50.51124999702777
4099788.6397671406,3049176.9446142204,6.880420000000002,50.51207999702799
4099315.9964571116,3049197.106926755,6.873749999999999,50.51207999702798
4099312.0917608207,3049104.8536071517,6.873750000000004,50.51124999702776
4099253.2761878953,3049107.3656091783,6.8729200000000015,50.51124999702776
4099261.1347453347,3049292.983679171,6.872920000000001,50.51291999702817
4099201.612694569,3049295.5265494375,6.8720799999999995,50.51291999702817
4099217.2873793053,3049665.6512858877,6.872080000000003,50.516249997028964
4098863.0151997097,3049680.8006475302,6.867079999999998,50.51624999702898
4098859.1020012745,3049588.547529469,6.867079999999996,50.51541999702879
4098623.153233533,3049598.6505718934,6.863750000000001,50.51541999702879
4098627.070589636,3049690.903540849,6.863750000000003,50.51624999702897
4098568.2616551355,3049693.423349687,6.862920000000002,50.51624999702898
4098580.0642522266,3049971.293742168,6.862919999999999,50.518749997029566
4098520.5499688843,3049973.8444753406,6.862080000000003,50.518749997029566
4098524.4695497714,3050066.0974465148,6.862080000000001,50.51957999702979
4098465.6648392472,3050068.6184470877,6.861250000000001,50.51957999702977
4098473.5534155807,3050254.2358542955,6.861250000000001,50.52124999703019
4098414.750823156,3050256.757446434,6.860420000000001,50.52124999703019
4098426.5634542964,3050534.6278495165,6.860420000000002,50.523749997030826
4098367.0555896303,3050537.1803873125,6.85958,50.52374999703084
4098374.948713714,3050722.7978376294,6.859579999999999,50.525419997031236
4098139.0512341913,3050732.923242336,6.8562499999999975,50.52541999703122
4098142.978374708,3050825.176105984,6.856250000000001,50.52624999703141
4098024.6777196215,3050830.257975185,6.854580000000004,50.526249997031414
4098028.606980332,3050922.510782945,6.854579999999998,50.527079997031564
4097969.81193246,3050925.0374686425,6.85375,50.527079997031564
4097965.881635338,3050832.784698189,6.853750000000003,50.526249997031414
4097847.5811802195,3050837.8706058934,6.852079999999999,50.52624999703141
4097851.51356265,3050930.1233012555,6.852080000000003,50.52707999703157
4097733.923698779,3050935.181353277,6.850419999999998,50.52707999703157
4097749.756679221,3051306.4149841676,6.850419999999999,50.53041999703248
4097631.4669676693,3051311.5058934726,6.84875,50.53041999703248
4097635.4036839036,3051403.7585350834,6.848749999999997,50.531249997032646
4097576.614075167,3051406.289713617,6.8479199999999985,50.53124999703264
4097580.551862833,3051498.542336967,6.847920000000004,50.532079997032845
4097521.0550281676,3051501.1046521943,6.847079999999998,50.532079997032845
4097525.041356267,3051594.4687340856,6.84708,50.532919997033
4097407.4664757694,3051599.5342882713,6.845419999999999,50.532919997033005
4097403.47804975,3051506.170282091,6.845419999999999,50.53207999703285
4097343.9813159136,3051508.734628445,6.844579999999999,50.53207999703285
4097347.970803531,3051602.0985962986,6.84458,50.532919997033005
4097289.183446398,3051604.6330471584,6.843750000000004,50.532919997033
4097285.1929098214,3051511.269117185,6.843750000000001,50.532079997032845
4097166.9079039046,3051516.370649709,6.842080000000003,50.532079997032845
4097170.900551036,3051609.734503435,6.8420799999999975,50.532919997033005
4097112.1132936357,3051612.2709612087,6.841249999999998,50.532919997033
4097116.0594809856,3051704.523322251,6.841249999999998,50.53374999703327
4097057.273293194,3051707.0604088493,6.840420000000001,50.53374999703326
4097061.2205520817,3051799.3127515092,6.840420000000003,50.53457999703348
4096765.8787875245,3051812.069213479,6.836250000000004,50.53457999703348
4096777.7840186134,3052089.9372632625,6.836249999999998,50.53707999703402
4096659.512178492,3052095.0504550165,6.834580000000001,50.53707999703403
4096663.514518282,3052188.4140821504,6.8345800000000025,50.53791999703428
4096486.4642762803,3052196.073487396,6.83208,50.53791999703428
4096482.458776819,3052102.7099747634,6.83208,50.53707999703403
4096364.89548461,3052107.799235117,6.83042,50.53707999703403
4096368.9030820914,3052201.1626716712,6.830420000000005,50.53791999703428
4096250.633822102,3052206.285202742,6.828749999999999,50.53791999703428
4096258.5578751205,3052390.7890429404,6.82875,50.53957999703468
4096199.7794678584,3052393.3358996743,6.8279200000000015,50.53957999703468
4096203.790332293,3052486.699279649,6.827919999999997,50.540419997034874
4096144.3048469946,3052489.277461159,6.827080000000002,50.540419997034874
4096140.292920884,3052395.9141197293,6.827080000000003,50.53957999703468
4096081.514580563,3052398.4623169145,6.826250000000002,50.539579997034686
4096077.5494143562,3052306.2105006357,6.82625,50.53874999703444
4096018.7700707805,3052308.7594016846,6.8254199999999985,50.53874999703444
4096010.7899864498,3052123.144434957,6.825420000000002,50.53707999703404
4095951.3003812456,3052125.724800655,6.824580000000001,50.53707999703402
4095947.333235598,3052033.47311755,6.824580000000001,50.536249997033906
4095888.5508369724,3052036.023472534,6.823749999999997,50.5362499970339
4095884.582690058,3051943.771846153,6.823750000000001,50.53541999703367
4095825.799288243,3051946.322905067,6.822920000000001,50.535419997033685
4095829.768471658,3052038.5744937686,6.8229200000000025,50.5362499970339
4095770.277918999,3052041.156928539,6.8220800000000015,50.536249997033906
4095774.2481866623,3052133.4084981503,6.822080000000003,50.53707999703403
4095715.466924906,3052135.960822213,6.82125,50.53707999703403
4095723.4574871627,3052321.575408035,6.82125,50.53874999703443
4095487.632934682,3052331.821849213,6.817920000000001,50.53874999703444
4095483.6574009527,3052239.5704303156,6.8179200000000035,50.53791999703429
4095306.6091720522,3052247.2701150337,6.815419999999996,50.53791999703428
4095318.5931821126,3052525.135549735,6.815420000000001,50.540419997034874
4095377.37003843,3052522.5786979333,6.816250000000002,50.540419997034874
4095389.351246879,3052800.444419081,6.816249999999999,50.54291999703549
4095448.12501441,3052797.888347224,6.817079999999999,50.5429199970355
4095460.1034210743,3053075.754354662,6.817079999999999,50.54541999703606
4095519.582180394,3053073.1682801046,6.817920000000003,50.54541999703608
4095523.55803315,3053165.419870922,6.817920000000003,50.546249997036306
4095641.0974181327,3053160.3113769423,6.8195799999999975,50.54624999703632
4095645.0712329573,3053252.5630622352,6.819580000000003,50.547079997036484
4095704.547995761,3053249.9790946636,6.820420000000001,50.5470799970365
4095708.568662042,3053343.342304037,6.820420000000002,50.54791999703674
4095767.33635257,3053340.7898062896,6.821249999999999,50.547919997036736
4095771.3081526267,3053433.0416057003,6.821249999999999,50.5487499970369
4095889.549593377,3053427.9079515305,6.822920000000001,50.54874999703691
4095893.519342917,3053520.159845803,6.822919999999997,50.54957999703716
4095952.285060532,3053517.6094297953,6.823750000000003,50.54957999703715
4095956.3016251205,3053610.9728501346,6.823750000000002,50.5504199970373
4096015.0663268934,3053608.4231383544,6.824580000000004,50.5504199970373
4096019.034074022,3053700.6751461932,6.824580000000001,50.55124999703758
4096137.2695010845,3053695.54709736,6.826250000000002,50.551249997037566
4096141.2351975995,3053787.7991999495,6.826249999999999,50.552079997037715
4096199.997926292,3053785.251569747,6.827079999999998,50.552079997037715
4096196.0332664535,3053692.999429505,6.827079999999998,50.551249997037566
4096255.5050628697,3053690.4217450162,6.8279200000000015,50.551249997037566
4096259.468673541,3053782.6739233537,6.827920000000003,50.55207999703771
4096318.2314691646,3053780.127633304,6.828749999999999,50.55207999703771
4096322.241820836,3053873.491341083,6.828750000000003,50.55291999703794
4096381.003600534,3053870.9457551735,6.829579999999997,50.55291999703794
4096376.9942980404,3053777.5820093183,6.829580000000003,50.552079997037715
4096730.9879460917,3053762.2610169435,6.83458,50.55207999703771
4096734.9909282336,3053855.6249919645,6.83458,50.55291999703793
4096853.2229641103,3053850.5132418144,6.836250000000003,50.55291999703793
4096861.1295532784,3054035.018448309,6.836250000000001,50.554579997038296
4096919.889559641,3054032.478956042,6.837079999999998,50.55457999703829
4096923.88948857,3054125.8431033376,6.8370799999999985,50.55541999703849
4097160.341530823,3054115.6308272365,6.840419999999998,50.55541999703849
4097156.3458240135,3054022.266527172,6.840420000000001,50.554579997038275
4097215.1059969054,3054019.7303811405,6.841249999999999,50.55457999703829
4097203.217347383,3053741.8604425485,6.841249999999998,50.552079997037715
4097321.45203022,3053736.759385646,6.842920000000003,50.55207999703771
4097317.5071547353,3053644.5065287235,6.842920000000001,50.551249997037566
4097435.0360516394,3053639.438614469,6.844580000000002,50.551249997037566
4097438.9788537566,3053731.6915462897,6.844580000000003,50.55207999703771
4097498.4503088705,3053729.1281126593,6.845420000000001,50.55207999703771
4097502.4395884466,3053822.4925832693,6.845420000000001,50.55291999703794
4097561.20203414,3053819.9603746636,6.846250000000002,50.55291999703794
4097569.0836424455,3054004.466484309,6.84625,50.55457999703829
4097627.844047791,3054001.9350165953,6.847079999999998,50.55457999703829
4097631.8313356284,3054095.299620799,6.847080000000001,50.55541999703849
4097691.2986694695,3054092.738369913,6.847920000000002,50.55541999703849
4097695.237475563,3054184.99154768,6.847920000000004,50.55624999703874
4097753.9958614702,3054182.461495316,6.848750000000003,50.556249997038734
4097746.0729153384,3053996.8435997847,6.848750000000002,50.55457999703829
4098100.0523601803,3053981.6159585468,6.85375,50.55457999703829
4098096.1209064303,3053889.3625564883,6.853750000000002,50.5537499970381
4098154.882646899,3053886.837069883,6.854579999999998,50.55374999703811
4098150.9522647616,3053794.5836494816,6.854579999999999,50.55291999703794
4098446.1826200895,3053781.9052532027,6.8587500000000015,50.55291999703794
4098450.107793709,3053874.15886099,6.85875,50.55374999703811
4098685.863723861,3053864.046609247,6.862079999999999,50.55374999703811
4098689.7847729675,3053956.300385486,6.862079999999996,50.554579997038275
4098749.25377179,3053953.751278202,6.862920000000002,50.554579997038296
4098753.221036037,3054047.116603187,6.862920000000002,50.55541999703849
4098870.741105764,3054042.0811631293,6.86458,50.55541999703849
4098874.6591022126,3054134.335089681,6.864579999999998,50.55624999703874
4098992.8851708896,3054129.2720787446,6.866250000000003,50.55624999703874
4098996.8011161364,3054221.526099108,6.866250000000003,50.557079997038926
4099055.5591929485,3054219.010792586,6.867079999999999,50.55707999703893
4099059.5213044076,3054312.3763641245,6.8670800000000005,50.55791999703918
4099413.4799964274,3054297.2382325,6.872080000000003,50.55791999703918
4099421.2974968106,3054481.7468904713,6.8720799999999995,50.55957999703955
4099362.542345048,3054484.258073035,6.871250000000001,50.55957999703955
4099366.499290785,3054577.623891293,6.871249999999997,50.56041999703973
4099425.253393269,3054575.1127463016,6.872080000000004,50.56041999703973
4099429.1622306323,3054667.367122926,6.8720799999999995,50.561249997039944
4099488.62319797,3054664.8264387986,6.872920000000001,50.56124999703994
4099492.5310207363,3054757.080871934,6.872920000000001,50.56207999704011
4099728.2474547266,3054747.0157348774,6.876250000000001,50.5620799970401
4099736.1019179155,3054932.636457192,6.876250000000002,50.5637499970405
4099794.852058082,3054930.129472825,6.877080000000001,50.5637499970405
4099798.754788674,3055022.3841489158,6.877079999999997,50.56457999704071
4099858.2117458615,3055019.8476754446,6.877920000000002,50.56457999704071
4099862.160470598,3055113.2139109015,6.8779200000000005,50.56541999704095
4099920.9085904574,3055110.7083409787,6.878750000000002,50.56541999704095
4099924.809304555,3055202.9631297207,6.87875,50.566249997041105
4100101.7585474285,3055195.420367545,6.881249999999997,50.566249997041105
4100105.6561730667,3055287.675286767,6.881249999999998,50.56707999704138
4100282.602589482,3055280.1386774634,6.883750000000003,50.56707999704137
4100278.708086933,3055187.883646792,6.8837500000000045,50.566249997041105
4100455.6579228295,3055180.352967467,6.886250000000004,50.566249997041105
4100451.7665779158,3055088.0978443837,6.886250000000001,50.56541999704095
4100510.5150257866,3055085.5989577305,6.887080000000002,50.56541999704095
4100498.7974391007,3054807.7220841246,6.88708,50.562919997040375
4100793.9714877103,3054795.1769552836,6.89125,50.562919997040375
4100801.7415119912,3054979.6875511543,6.8912499999999985,50.56457999704071
4101096.905964936,3054967.1596024483,6.895420000000004,50.56457999704071
4101100.832565014,3055060.526626367,6.89542,50.56541999704095
4101395.2847487717,3055048.045656248,6.899580000000005,50.56541999704095
4101399.159441455,3055140.3013715846,6.899580000000002,50.566249997041105
4101694.3150531217,3055127.8073726906,6.90375,50.566249997041105
4101698.1845708494,3055220.0632917397,6.903749999999999,50.56707999704137
4101933.880804303,3055210.098287828,6.907080000000004,50.56707999704138
4101937.7927675485,3055303.4658923903,6.90708,50.56791999704157
4102055.9928676663,3055298.4725383488,6.9087499999999995,50.56791999704156
